BbM7
Am7(b5) D7(b9)
Gm7
Fm7 Bb
EbM7
Dm7 Db7
Cm7
BM7 Fsus4
BbM7
Am7(b5) D7(b9) D7
Gm7
Fm7 Bb7sus4 Bb
EbM7 EbmM7
Dm7 G7(b9)
Cm7
F7sus4
BbM7
Am7(b5) D7/F#
Gm7
Fm7 Bb7sus4 Bb7
EbM7 EbmM7
Dm7 G7(b9)
Cm7
F7sus4
Bb
Am7(b5) D7(b9)
Gm7
Fm7 Bb7
F
EbM7 EbmM7
Dm7 G7(b9)
Cm7
F7sus4
BbM7
Am7(b5) D7/F#
Gm7
Fm7 Bb7sus4 Bb9
EbM7 EbmM7
Dm7 Db7
GbM7
F7sus4
GbM7
Gbm6
Fm7
Bb7
Ebm7
Db/F
GbM7 Gm7(b5)
Absus4
Ab
Db
Db
Cm7(b5) F7
Bbm7
Abm7 Db
GbM7
Fm7 Bbm7
Ebm7
Ab7sus4
Db
Cm7(b5) F7
Bbm7
Db
Abm7
GbM7 GbmM7
Db/F Gb Db/F E
Ebm7
Ebm7
Ab7sus4
Db/F Dbm/E
Ebm7 DM7
DbM7
Cm7 BM7
BbM9
