G
Em
G/B
C
D
G
Em7
G/B
C6
D
G
Em7
Bm7
CM7
D
GM7
Em7
GM7/B
C
D
G
GM7 G
Em7
Bm7
CM7
Dsus4
GM7
Em7
Bm7
C
D
GM7
Em7
Bm7
C
D
G
C6
